STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,unknown,unknown,unknown,19300201,178,0,0,483,0,0,322,0,0,32,0,0,-53,0,0,-11,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,unknown,unknown,unknown,19300301,127,0,0,1165,0,0,454,0,0,35,0,0,-37,0,0,-1,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,unknown,unknown,unknown,19300401,25,0,0,387,0,0,58,0,0,113,0,0,18,0,0,65,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19300501,0,0,0,643,0,0,0,0,0,199,0,0,101,0,0,150,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19300601,0,0,0,1033,0,0,0,0,0,259,0,0,153,0,0,206,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19300701,0,0,0,548,0,0,0,0,0,274,0,0,164,0,0,219,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19300801,0,0,0,523,0,0,0,0,0,263,0,0,157,0,0,210,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19300901,0,0,0,394,0,0,0,0,0,236,0,0,135,0,0,185,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19301001,25,0,0,466,0,0,64,0,0,148,0,0,57,0,0,102,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19301101,102,0,0,298,0,0,158,0,0,101,0,0,27,0,0,64,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19301201,127,0,0,435,0,0,298,0,0,13,0,0,-42,0,0,-14,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310101,305,0,0,742,0,0,731,0,0,-1,0,0,-63,0,0,-32,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310201,305,0,0,359,0,0,176,0,0,19,0,0,-62,0,0,-21,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310301,381,0,0,918,0,0,544,0,0,45,0,0,-11,0,0,17,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310401,0,0,0,534,0,0,0,0,0,135,0,0,31,0,0,83,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310501,0,0,0,1353,0,0,0,0,0,202,0,0,95,0,0,149,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310601,0,0,0,597,0,0,0,0,0,249,0,0,143,0,0,196,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310701,0,0,0,670,0,0,0,0,0,285,0,0,191,0,0,238,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310801,0,0,0,469,0,0,0,0,0,262,0,0,170,0,0,216,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19310901,0,0,0,724,0,0,0,0,0,254,0,0,147,0,0,201,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19311001,0,0,0,405,0,0,0,0,0,182,0,0,85,0,0,133,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19311101,0,0,0,485,0,0,23,0,0,133,0,0,57,0,0,95,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19311201,51,0,0,696,0,0,129,0,0,54,0,0,-18,0,0,18,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320101,102,0,0,954,0,0,162,0,0,62,0,0,-2,0,0,30,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320201,152,0,0,707,0,0,644,0,0,33,0,0,-47,0,0,-7,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320301,356,0,0,1213,0,0,815,0,0,19,0,0,-45,0,0,-13,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320401,102,0,0,646,0,0,155,0,0,93,0,0,12,0,0,52,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320501,0,0,0,565,0,0,0,0,0,191,0,0,88,0,0,140,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320601,0,0,0,368,0,0,0,0,0,249,0,0,146,0,0,197,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320701,0,1,1,916,0,0,0,1,1,252,1,1,160,1,1,206,1,1
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320801,0,0,0,627,0,0,0,0,0,274,0,0,162,0,0,218,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19320901,0,0,0,374,0,0,0,0,0,227,0,0,125,0,0,176,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19321001,0,0,0,783,0,0,0,0,0,165,0,0,78,0,0,121,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19321101,203,0,0,904,0,0,128,0,0,69,0,0,-6,0,0,32,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19321201,76,0,0,567,0,0,105,0,0,48,0,0,-28,0,0,10,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330101,0,0,0,352,0,0,27,0,0,58,0,0,-19,0,0,20,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330201,127,0,0,415,0,0,274,0,0,24,0,0,-56,1,1,-15,1,1
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330301,51,0,0,1120,0,0,205,0,0,30,0,0,-23,0,0,4,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330401,0,0,0,704,0,0,10,0,0,132,0,0,37,0,0,84,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330501,0,0,0,551,0,0,0,0,0,207,0,0,107,0,0,157,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330601,0,0,0,340,0,0,0,0,0,269,0,0,156,0,0,212,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330701,0,0,0,110,0,0,0,0,0,292,0,0,178,0,0,235,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330801,0,0,0,957,0,0,0,0,0,260,0,0,166,0,0,213,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19330901,0,0,0,182,0,0,0,0,0,229,0,0,134,0,0,181,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19331001,0,0,0,359,0,0,0,0,0,147,0,0,55,0,0,101,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19331101,127,0,0,765,0,0,491,0,0,55,0,0,-26,0,0,14,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19331201,203,0,0,656,0,0,438,0,0,16,0,0,-66,0,0,-25,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340101,76,0,0,495,0,0,217,0,0,10,0,0,-59,0,0,-24,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340201,406,0,0,502,0,0,644,0,0,-58,0,0,-157,0,0,-108,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340301,330,0,0,445,0,0,149,0,0,41,0,0,-47,0,0,-3,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340401,0,0,0,346,0,0,25,0,0,119,0,0,23,0,0,71,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340501,0,0,0,133,0,0,0,0,0,217,0,0,89,0,0,153,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340601,0,0,0,580,0,0,0,0,0,268,0,0,156,0,0,212,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340701,0,0,0,343,0,0,0,0,0,282,0,0,174,0,0,228,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340801,0,0,0,446,0,0,0,0,0,247,0,0,146,0,0,196,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19340901,0,0,0,1158,0,0,0,0,0,239,0,0,149,0,0,194,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19341001,25,0,0,454,0,0,25,0,0,141,0,0,60,0,0,100,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19341101,0,0,0,714,0,0,40,0,0,100,0,0,36,0,0,68,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19341201,127,0,0,606,0,0,312,0,0,5,0,0,-63,0,0,-29,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350101,127,0,0,743,0,0,396,0,0,-10,0,0,-88,0,0,-49,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350201,152,0,0,612,0,0,359,0,0,-4,0,0,-80,0,0,-42,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350301,51,0,0,448,0,0,109,0,0,75,0,0,-11,0,0,32,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350401,0,0,0,378,0,0,18,0,0,110,0,0,28,0,0,69,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350501,0,0,0,646,0,0,0,0,0,160,0,0,67,0,0,114,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350601,0,0,0,842,0,0,0,0,0,240,0,0,135,0,0,188,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350701,0,0,0,893,0,0,0,0,0,290,0,0,194,0,0,242,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350801,0,0,0,699,0,0,0,0,0,258,0,0,167,0,0,213,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19350901,0,0,0,636,0,0,0,0,0,203,0,0,113,0,0,158,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19351001,0,0,0,540,0,0,0,0,0,163,0,0,63,0,0,113,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19351101,0,0,0,259,0,0,0,0,0,87,0,0,24,0,0,55,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19351201,330,0,0,853,0,0,730,0,0,-17,0,0,-68,0,0,-43,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360101,356,0,0,733,0,0,712,0,0,-22,0,0,-74,0,0,-48,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360201,305,0,0,399,0,0,304,0,0,-35,0,0,-109,1,1,-71,1,1
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360301,127,0,0,1665,0,0,488,0,0,68,0,0,-9,0,0,30,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360401,0,0,0,465,0,0,59,0,0,95,0,0,15,0,0,55,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360501,0,0,0,477,0,0,0,0,0,218,0,0,96,0,0,157,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360601,0,0,0,585,0,0,0,0,0,254,0,0,138,0,0,196,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360701,0,0,0,315,0,0,0,0,0,283,0,0,169,0,0,226,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360801,0,0,0,318,0,0,0,0,0,266,0,0,163,0,0,215,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19360901,0,0,0,804,0,0,0,0,0,234,0,0,131,0,0,182,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19361001,0,0,0,589,0,0,0,0,0,160,0,0,67,0,0,114,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19361101,76,0,0,560,0,0,234,0,0,55,0,0,-22,0,0,16,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19361201,203,0,0,744,0,0,310,0,0,49,0,0,-23,0,0,13,0,0
GHCND:USW00014768,ROCHESTER GREATER ROCHESTER INTERNATIONAL AIRPORT NY US,166.1,43.11667,-77.66667,19370101,76,0,0,795,0,0,188,0,0,48,0,0,-34,0,0,7,0,0
